sp,"-- Quant à la route, reprit imperturbablement le long personnage, je soutiens qu'elle n'a nullement bénéficié de l'ingénieuse invention de l'Écossais Mac Adam, attendu la profondeur des ornières qu'on y rencontre, et pour ce qui est de la qualification d'impériale que vous donnez à la forêt, je vous ferai respectueusement observer, patron..."
sp,"-- Assez ! mille millions de trompettes ! assez, imbécile ! garde tes boniments pour la parade, et aide-moi plutôt à sortir d'ici."
sp,"» Nous sommes égarés, c'est sûr et certain, car nous devrions être à Saint-Germain depuis longtemps, et si je n'avais pas été assez serein pour dormir aussi, je me serais bien aperçu que tu nous mettais dedans."
sp,"-- Vous, patron, qui avez quarante-sept ans, vous n'avez pas besoin de plus de six heures de sommeil, observa le cocher d'un air narquois."
sp,"-- C'est bon ! dit le maître d'un ton bourru, prends la lanterne et marche devant, que je voie un peu où nous sommes."
sp,"-- Régine ! cria-t-il en se tournant vers la carriole, Régine ! reste là, ma fille, nous allons revenir."
,"Personne ne répondit de l'intérieur à cette recommandation, et l'hercule ajouta en se parlant à lui-même et en haussant les épaules :"
sp,-- Suis-je bête ! j'oublie toujours que la mioche est sourde et muette.
,"» Allons, Alcindor, en route !"
,"L'individu qui répondait à ce nom ridicule obéit sans répliquer, et se mit à grimper l'escarpement devant lequel la malheureuse haridelle avait bronché."
,"Le chemin, détrempé par les pluies, était détestable, et le patron, beaucoup moins leste que le maigre Alcindor, trébuchait à chaque pas et lançait de formidables bordées de jurons."
,"Après dix minutes de cette marche accidentée, les deux égarés débouchèrent dans un carrefour entouré d'arbres séculaires."
,"Cinq ou six routes rayonnaient dans toutes les directions, et un poteau s'élevait au centre du rond-point."
,"-- Nous sommes sauvés, il y a un écriteau ! s'écria le cocher en hâtant le pas."
,"Arrivé au pied du poteau indicateur, il éleva sa lanterne au bout de ses grands bras et parvint à déchiffrer l'inscription, qu'il lut avec un accent de triomphe."
,-- Étoile du Chêne-Capitaine !
,Joli nom !
,"Il doit y avoir une légende, et si je m'occupais de ces frivolités, j'en ferais un roman."
,"-- Tais-toi, imbécile, grommela le patron ; au lieu de dire des bêtises, tu ferais mieux de trouver notre chemin au milieu de tous ceux-là."
,"-- C'est que ce n'est pas facile, patron, murmura piteusement Alcindor en se grattant le front."
,"» Tiens ! une lumière, ajouta-t-il en étendant la main vers la route qui s'ouvrait à sa gauche."
,-- Une cabane de bûcheron ! c'est notre affaire.
,"Allons-y gaiement, dit l'hercule, rasséréné par cette découverte inespérée."
,Mais Alcindor ne bougea pas.
,"-- Patron, ça remue, dit-il en secouant la tête, et je croirais plutôt que c'est un de ces gaz terrestres vulgairement appelé feux follets."
,"En effet, la lumière assez éloignée, d'ailleurs, semblait aller et venir, et par instants, disparaissait tout à fait."
,-- C'est drôle ! murmura l'homme trapu.
,On dirait le falot d'un garde qui fait sa ronde.
,Faut voir ça de près sans être vus.
,Éteins notre lumignon et avançons en douceur.
,"Alcindor exécuta l'ordre en homme habitué aux expéditions nocturnes, et imita son maître qui marchait déjà vers le fanal, avec toutes les précautions à l'usage des braconniers."
,Le temps était du reste singulièrement favorable à une surveillance occulte.
,"La tempête avait redoublé de violence, et le bruit des pas sur un sol boueux se perdait dans le concert du feuillage agité par le vent d'ouest."
,Les curieux arrivèrent ainsi sans révéler leur présence jusqu'à une coupe de bois toute récente.
,"Une clairière se dessinait derrière un énorme tas de bûches rangées symétriquement, et, au-delà de cette muraille forestière, la lueur entrevue de loin éclairait les troncs blancs des bouleaux."
,Un bruit sourd et régulier arrivait aux oreilles très tendues des deux observateurs.
,"Ils se glissèrent, en se baissant, jusqu'au pied de la coupe et ils se relevèrent doucement."
,"Alcindor, grâce à ses longues jambes, dominait l'obstacle, et ce qu'il vit de l'autre côté lui parut sans doute peu rassurant, car il saisit brusquement le bras de son maître et se pencha à son oreille en murmurant : -- Sauvons-nous, patrons, sauvons-nous !"
,"-- Qu'est-ce qui te prend, animal ? demanda tout bas l'hercule."
,"-- Là !... murmurait Alcindor en désignant de la main un chêne colossal isolé au milieu de la clairière, là-bas... ils enterrent quelqu'un..."
,"-- Ou quelque chose, grommela le maître, qui semblait partager médiocrement l'émotion de son cocher."
,» Faut savoir ce que c'est avant de filer.
,"Et, se glissant le long de l'obstacle, l'homme trapu trouva un peu plus loin une grosse pierre sur laquelle il grimpa sans bruit."
,"Grâce à ce marchepied, il put profiter aussi de l'observatoire découvert par Alcindor et voir ce qui se passait à vingt pas devant eux."
,"La clarté qui les avait attirés venait d'un large fanal accroché aux basses branches d'un arbre au pied duquel deux hommes, armés chacun d'une bêche, achevaient de remplir de terre un trou plus long que large."
,Leur besogne semblait toucher à son terme et ils se hâtaient comme des gens pressés d'en finir.
,"À pareille heure et à pareil lieu, cette œuvre de fossoyeur était assez étrange."
,"On ne vient pas remuer, par une nuit de tempête, le sol d'une forêt pour y faire des plantations, et, d'ailleurs, les travailleurs nocturnes n'étaient ni des ouvriers, ni des paysans."
,"Vêtus de redingotes sévèrement boutonnées et coiffés de chapeaux neufs dont la soie reluisait sous les rayons de la lanterne, ils avaient l'air de s'être habillés pour quelque cérémonie, et leur costume quasi-officiel jurait singulièrement avec le travail manuel auquel ils se livraient avec tant d'ardeur."
,L'un d'eux même avait négligé d'ôter ses gants et maniait la bêche avec des mains emprisonnées dans le chevreau noir des grands deuils.
,"Le mystère dont les inconnus s'entouraient était évident, mais le but réel de leurs efforts restait difficile à deviner, car la fosse était presque comblée au moment où Alcindor et son maître avaient pris possession de leur poste, et la terre amoncelée avec tant d'ardeur pouvait aussi bien cacher un cadavre qu'un trésor."
,"Quoi qu'il en fût d'ailleurs, le spectacle était bien fait pour clouer sur place les deux curieux amenés là par le hasard, et ils observaient ce qui se passait au pied du chêne avec une égale attention, mais avec des pensées très différentes."
,"Alcindor, qui s'était rapproché peu à peu de son patron, jusqu'à se serrer contre lui, était visiblement sous le coup d'une frayeur d'autant mieux sentie qu'il n'osait l'exprimer ni par des paroles, ni même par des gestes."
,"Il croyait assister à la dernière scène d'un drame voué à la future célébrité d'une cour d'assises, et, craignant par instinct les aventures judiciaires, il maudissait l'accident qui l'avait conduit à l'Étoile du Chêne-Capitaine."
,"L'hercule, au contraire, depuis qu'il avait réussi à se hausser au-dessus du mur de bois, avait pris l'air satisfait d'un spéculateur qui vient de découvrir une bonne affaire."
,Sa figure maussade s'était éclairée et ses petits yeux pétillaient de cupidité.
,"Évidemment, il pensait tenir un secret qu'il pourrait monnayer plus tard, et il s'inquiétait peu des conséquences immédiates de son indiscrétion."
,"-- C'est fini, patron, allons-nous-en, souffla le malheureux cocher."
,"En effet, le trou paraissait comblé, et l'homme aux gants noirs s'était croisé les bras comme un ouvrier qui se repose après un travail pénible."
,"Son camarade s'occupait activement à ramasser des feuilles sèches pour recouvrir la terre fraîchement remuée, et il opérait avec une dextérité remarquable."
,"En moins d'un quart d'heure, le sol fut nivelé, la fosse cachée sous l'épaisse litière fournie par l'automne, et, en dehors des témoins de cette scène bizarre, personne n'aurait pu se douter de l'enfouissement mystérieux qui venait de s'accomplir."
,"L'ordre une fois rétabli au pied du grand chêne, le soigneux travailleur prit les deux bêches sur son épaule, traversa rapidement la clairière et glissa les outils sous les ronces qui bordaient de ce côté le commencement du taillis."
,-- Bon ! ils vont décamper et nous allons déterrer le pot aux roses.
,"Ces mots, que l'hercule lui glissa dans l'oreille, firent frissonner Alcindor, qui ne se sentait aucun goût pour les entreprises compromettantes."
,"-- Mais, patron, murmura-t-il timidement, Régine est toute seule là-bas et je crains..."
,"-- Régine n'a pas besoin de société, puisqu'elle est muette, interrompit brusquement le maître, et elle n'est pas si poltronne que toi."
,» Ferme ta bouche et ouvre tes oreilles ! v'là les particuliers qui ont l'air de venir par ici.
,"Pendant que son acolyte se débarrassait des bêches, l'homme resté sous l'arbre avait décroché et éteint le fanal, et la disparition de cet éclairage factice rendait plus sensibles les premières blancheurs de l'aube, qui commençait à poindre."
,"Après avoir pris ces précautions, les travailleurs s'étaient rejoints et se dirigeaient en effet vers le tas de bois."
,"Ils marchaient côte à côte, lentement et silencieusement comme des gens absorbés par des pensées sérieuses."
,"Le plus grand des deux, celui qui portait la lanterne, était de moyenne taille, mince de corps et élégant de tournure."
,"L'autre, qui paraissait beaucoup plus âgé, avait une grosse tête enfoncée dans les épaules inégales et une démarche bizarre et saccadée."
,"Il ne boitait pas précisément, mais on aurait pu dire qu'il louchait des jambes, car elles fonctionnaient en désaccord."
,"Ce fut tout ce que l'hercule eut le temps d'apercevoir, car en voyant les inconnus se rapprocher, il s'était hâté de se baisser et de s'accroupir au pied des bûches."
,"Alcindor ne s'était pas fait prier pour imiter cette manœuvre prudente, et, grâce à l'ombre protectrice de la coupe, les observateurs pouvaient espérer qu'on passerait sans les découvrir."
,"Après une minute d'attente, qui ne fut pas exempte d'anxiété, le son d'une voix aigre vint frapper leurs oreilles."
,"-- Nous n'avons plus longtemps à attendre, disait l'homme qui parlait ; le rendez-vous est pour six heures, et le Saint-Senier doit être exact comme un imbécile de soldat qu'il est."
,"» Restons ici ; la place est bonne pour nous reposer, et tu dois en avoir besoin."
,"-- Oui, je crains même de m'être un peu trop fatigué la main, répondit une autre voix plus grave."
,"-- Je t'avais dit de me laisser piocher tout seul, mais tu ne veux jamais m'écouter."
,"Ces propos se tenaient de l'autre côté du tas de bois, et si près que les interlocuteurs n'étaient séparés de leurs espions que par une distance de trois ou quatre mètres."
,"Ceux-ci ne pouvaient plus fuir sans révéler leur présence, et, du reste, l'hercule tenait beaucoup à ne pas perdre les confidences que les deux mystérieux personnages ne pouvaient pas manquer d'échanger."
,"Il resta immobile et attentif, pendant qu'Alcindor, moins curieux, s'étendait doucement sur l'herbe mouillée."
,"-- Je ne sais pas pourquoi, reprit la voix grave, mais jamais je ne me suis senti plus mal disposé."
,"Ce temps humide m'a détrempé les nerfs, sans compter que Rose a les siens depuis deux jours et qu'elle m'a fait une scène, hier soir."
,"-- Fume une cigarette et laisse-là les femmes, si tu veux devenir un homme politique, dit sèchement l'autre inconnu."
,Ce conseil fort sage fut médiocrement goûté.
,"-- Taupier, mon ami, répondit en riant l'interlocuteur, tu n'es qu'un sot et tu n'en as pas le droit, en ta qualité de bossu."
,"-- Merci, grommela le personnage ainsi qualifié."
,-- Ne me remercie pas et réponds-moi.
,"À quoi me servirait-il d'avoir l'argent et la célébrité, -- je pense que c'est là ce que tu entends par devenir un homme politique, -- si je renonçais aux femmes ?"
,"-- J'y ai bien renoncé, moi !"
,"-- Pas tant que ça ! on prétend que tu es amoureux de la sœur de mon adversaire, la belle Renée."
,"On disait même l'autre jour, chez Brébant, qu'on t'avait vu à la messe de la Madeleine."
,Tu l'attendais à la porte pour lui offrir de l'eau bénite.
,-- Ce n'est pas vrai ! ce sont mes ennemis du club de la Vache-Noire qui répandent ces bruits-là pour nuire à ma candidature.
,"-- Ne te fâche pas, bouillant Taupier, je retire la Madeleine ; je ferai même, si tu veux, une rectification à la quatrième page."
,-- C'est bon ! je ne t'en demande pas tant.
,Pense seulement à viser juste pour me débarrasser de ce Saint-Senier qui m'agace.
,"Après cette réponse, il y eut un silence dont l'hercule, qui n'avait pas perdu un mot de la conversation, profita pour réfléchir."
,"Il se trouvait singulièrement désappointé, car dans tout ce qu'il venait d'entendre, rien ne l'avait renseigné."
,"Le secret qu'il comptait surprendre fuyait devant lui, et ce dialogue où il était question d'amour et de duel confondait toutes ses idées."
,"Il résolut pourtant d'écouter jusqu'au bout, en espérant toujours qu'une phrase le mettrait sur une piste fructueuse."
,"-- Je crois que je le manquerai et que c'est lui qui me tuera, reprit lentement l'homme aux gants."
,Pourquoi as-tu accepté le pistolet ?
,"-- Parce que tu es au moins de seconde force, tandis qu'à l'épée tu t'es fait embrocher sottement toutes les fois que tu es allé sur le terrain."
,"-- Mon père est mort d'une balle, et j'ai le pressentiment que je finirai de même."
,"-- Ton père a été tué sur une barricade, et le temps des barricades est passé, puisque nous sommes en république."
,"-- Qui sait ? on était aussi en république le 24 juin 1848, et, ce jour-là, mon père a reçu un coup de fusil dans le dos à l'entrée du faubourg du Temple."
,"-- Quelle drôle d'idée de parler de ça aujourd'hui, dit Taupier, avec une hésitation marquée."
,"» Voyons, Valnoir, calme-toi ; j'entends marcher là-bas dans les feuilles ; c'est probablement Saint-Senier qui arrive avec ses témoins."
,-- Ils viennent donc à pied ?
,"-- Tu sais bien qu'ils ont dû aller coucher hier à Maisons, qui est tout près d'ici."
,-- C'est vrai ! je l'avais oublié.
,Qui doit tirer le premier ?
,"-- Lui, parbleu ! ton article était assez raide pour qu'il se crût l'offensé."
,"-- Alors, je suis mort, dit celui qu'on avait appelé Valnoir."
,"-- Quant à ça, je m'en charge, dit Taupier entre ses dents, pas assez bas pourtant pour ne pas être entendu de l'hercule, toujours aux aguets."
,"Le jour était venu, un jour blafard et triste."
,"L'orage s'était calmé, la pluie avait cessé, et les grands arbres, que le vent n'agitait plus, pleuraient silencieusement sur la bruyère."
,"On entendait de fort loin les pas des arrivants, qui ne tardèrent pas à se montrer à l'autre extrémité de la clairière."
,"Préférant la philosophie contemplative au spectacle inattendu que le hasard lui procurait, Alcindor s'était commodément étendu sur le dos et paraissait fort occupé à suivre les progrès de l'aube éclairant peu à peu le ciel."
,"Mais son maître, vivement préoccupé de ce qu'il venait d'entendre et de ce qu'il espérait voir, avait fini par découvrir une solution de continuité dans le tas de bois protecteur, et par cette ouverture, il pouvait suivre, sans crainte d'être aperçu, tous les détails de la scène qui se préparait."
,"Ainsi embusqué, l'hercule ressemblait fort à un bandit épiant les voyageurs au coin d'un bois ; seulement il n'était armé que d'une vue perçante et d'une ouïe très fine dont il comptait bien se servir."
,"Il comprenait, du reste, qu'il avait besoin d'user de toutes ses facultés physiques et morales pour percer un mystère qui s'embrouillait de plus en plus, et son esprit était pour le moment aussi tendu que sa physionomie."
,"De l'observatoire qu'il occupait, il ne voyait que le dos des deux premiers inconnus, tandis que les nouveaux venus lui faisaient face."
,"Ceux-ci étaient trois ; un très jeune officier, dont un ample caban cachait à moitié l'uniforme, et deux hommes plus âgés, dont la tournure militaire semblait un peu gênée par un costume bourgeois."
,"Le plus grand portait à sa boutonnière le ruban rouge de la Légion d'honneur, et ses favoris blonds, taillés à l'anglaise, indiquaient suffisamment l'arme à laquelle il devait appartenir."
,"Un marin pouvait seul réunir ces trois conditions, l'absence de moustaches, la décoration et la tenue un peu roide que donne l'habitude du commandement."
,"L'autre, avec ses cheveux ras et sa barbe en pointe, ressemblait à un de ces gardes de Henri III qu'on appelait les quarante-cinq."
,Son teint brun et la vivacité de ses mouvements accusaient son origine méridionale.
,Celui-là portait sous son bras une boîte oblongue et plate qui devait contenir une paire de pistolets.
,Ce petit groupe de survenants rencontra vers le milieu de la clairière les deux personnages qui semblaient les attendre.
,On se salua de part et d'autre avec la politesse grave usitée en pareille circonstance ; puis l'officier de marine et le jeune homme qui avait porté la lanterne pendant le travail nocturne s'éloignèrent de quelques pas chacun de leur côté.
,Ceux-ci étaient évidemment les deux adversaires.
,"Les trois autres, pour conférer, se rapprochèrent de la cachette où s'étaient blottis Alcindor et son maître."
,"L'homme à la boîte de pistolets paraissait avoir pris la direction de l'affaire, et il commença par présenter l'un à l'autre les deux témoins."
,"-- M. Pierre Taupier, homme de lettres..."
,"M. Roger de Saint-Senier, lieutenant de la garde mobile, dit-il avec une volubilité qui n'était peut-être pas exempte d'embarras."
,"Le jeune officier s'inclina froidement sans prononcer un mot, mais l'acolyte tortu de Valnoir s'empressa de prendre la parole : -- Monsieur est le frère du commandant de Saint-Senier ? demanda-t-il avec un regard étonné."
,"-- Monsieur est son cousin germain, et il vient plutôt ici en qualité de parent, puisque Valnoir n'a pas eu le temps de se procurer un second témoin, répondit le méridional."
,"-- Fort bien ! mon cher Podensac, reprit Taupier, visiblement préoccupé de se composer un air digne que sa tournure ridicule ne comportait guère ; alors c'est avec vous seul que je vais avoir à régler les conditions de l'affaire, et..."
,"-- Elles sont toutes réglées, interrompit celui auquel on venait de donner le nom très gascon de Podensac, et qui crut devoir prendre aussi le ton solennel."
,"» En sa qualité d'offensé, qualité que M. Charles de Valnoir a reconnue lui-même, le commandant Louis de Saint-Senier a droit à tous les avantages du combat."
,"» Il a, comme vous le savez, choisi le pistolet, et il aura le premier feu."
,"On se bat à vingt-cinq pas, on tire au signal, et, après trois balles échangées sans résultat, l'affaire sera terminée."
,» Est-ce bien cela ?
,Les deux témoins firent à la fois un signe d'assentiment.
,"-- Quant à un arrangement, continua le verbeux Podensac, vu la gravité du motif, je crois qu'il est inutile d'espérer..."
,"-- Parfaitement inutile, monsieur, dit le jeune officier."
,"Mon parent vous sait beaucoup de gré d'avoir bien voulu l'assister à titre d'ancien compagnon d'armes, mais son désir formel est qu'il ne soit fait sur le terrain aucune tentative de conciliation."
,"-- C'est ce que je pensais, lieutenant, et il n'en sera plus question."
,"-- Je dois même vous prévenir, messieurs, continua le jeune homme avec plus d'animation, que si cette rencontre devait être funeste à mon parent, j'ai l'intention de demander moi-même à M. de Valnoir une réparation par les armes."
,"» Il a insulté une personne qui porte mon nom, et le commandant n'est pas seul en cause."
,"-- Permettez, permettez ! s'écria Taupier ; on ne se bat qu'une fois pour le même article, et d'ailleurs, c'est contraire aux usages du duel."
,"-- Dans tous les cas, c'est un point à discuter plus tard, dit Podensac, qui semblait pressé d'en finir."
,"» Pendant que nous allons charger les pistolets, voulez-vous, monsieur, prendre la peine de compter les pas ? ajouta-t-il en s'adressant à l'officier."
,"Celui-ci s'inclina et se dirigea vers son parent, qui était resté les bras croisés, adossé à un arbre au pied duquel il ne se doutait guère que son adversaire venait d'enterrer un secret."
,Valnoir se promenait le long du taillis.
,"Les deux acteurs de cette scène à cinq personnages avaient entamé sur-le-champ une conférence intime, et l'hercule suivait tous leurs mouvements d'un œil plus attentif que jamais."
,"Ils étaient arrivés tout en causant jusqu'à toucher presque le tas de bois, et Alcindor lui-même, s'il ne pouvait pas les voir à cause de la position horizontale qu'il avait adoptée, ne perdait pas du moins une seule de leurs paroles."
,"-- Quelle diable d'idée t'a poussé, demandait Taupier, d'amener ce blanc-bec d'officier de mobiles ?"
,"Nous avions bien assez de soldats dans cette affaire, sans aller chercher celui-là."
,"-- Vous autres journalistes, vous êtes toujours les mêmes, répondait Podensac en haussant les épaules ; est-ce que je pouvais empêcher le commandant de choisir son cousin ?"
,"» D'ailleurs, je te prie de ne pas blaguer les militaires."
,"Tu sais que je suis à peu près sûr d'être nommé colonel des Enfants perdus de la rue Maubuée ; ainsi, tu me dois le respect, et de plus, des réclames dans ta feuille de chou."
,"-- Nous verrons ça, dit Taupier de fort mauvaise humeur."
,Ouvre la boîte que je charge les pistolets.
,-- Toi ! allons donc ! tu serais capable de mettre les balles avant la poudre.
,Les petits yeux gris de Taupier lancèrent des éclairs et sa figure terreuse prit une teinte verdâtre.
,"-- Citoyen Podensac, dit-il d'une voix qui sifflait entre ses dents, je suis ton supérieur et je te préviens que je rendrai compte au comité de tes insolences."
,"L'homme à la barbe en pointe hésita un instant, mais la menace du bossu avait produit son effet, et il finit par obéir en grommelant : -- C'est bon ! c'est bon ! je sais ça ; l'élément civil doit gouverner les troupiers ; et moi, je ne suis qu'un troupier."
,"» Voilà les joujoux et tout ce qu'il faut pour les remplir ; d'ailleurs, j'ai confiance en toi et je ne te crois pas capable de me jouer un mauvais tour."
,"» Un duel, vois-tu, c'est sacré, même quand on se bat contre un réactionnaire."
,Taupier le regarda de travers et prit la boîte ouverte que Podensac lui tendait.
,"-- Maintenant, dit-il avec un sourire équivoque, va me chercher ce beau fils qui achève là-bas ses enjambées de sept lieues et amène-le-moi."
,Je veux qu'il assiste à l'opération.
,» Où sont les balles ?
,"-- En voilà six, c'est l'effectif réglementaire, dit Podensac, en lui remettant les accessoires obligés de la mise en scène d'un duel."
,"L'hercule se tenait coi derrière ses bûches, et si épaisse que fût son intelligence, il devinait vaguement que le secret enfoui au pied du grand chêne n'était peut-être pas le seul dont il allait pouvoir tirer parti."
,"Dès que le futur chef de corps bizarre recruté dans la rue Maubuée eut tourné les talons, Taupier posa prestement la boîte sur l'herbe, y prit un des pistolets et se mit en devoir de le charger."
,"Contrairement aux prévisions railleuses de Podensac, il commença par y verser la poudre qu'il appuya d'une bourre."
,"Quand il en fut à ce point de son opération, il jeta autour de lui un regard rapide."
,Valnoir se promenait le long du taillis.
,L'officier de mobiles venait de mesurer la distance : il avait rejoint son cousin au pied du chêne et il lui serrait la main.
,Podensac se disposait à les aborder.
,"À ce moment, le bossu, qui tenait ostensiblement une balle entre le pouce et l'index, la lança par-dessus le tas de bois, et avec une dextérité qui aurait fait honneur à un prestidigitateur de profession, lui substitua un objet de forme ronde qu'il se mit à enfoncer dans le canon à grands coups de baguette."
,Après quoi il remit tranquillement l'arme sur le gazon et prit en main l'autre pistolet.
,"Par un hasard singulier, le plomb était allé tomber sur le visage d'Alcindor, qui avait poussé un gémissement aussitôt réprimé par un geste énergique de son maître."
,Peu s'en fallut que Taupier n'entendît l'exclamation contenue du paillasse ; mais son attention était ailleurs.
,"Le groupe des adversaires et des témoins s'avançait vers lui, et il l'observait du coin de l'œil."
,"-- C'est fini, messieurs, dit-il en achevant de bourrer."
,-- Voulez-vous examiner les armes ? ajouta-t-il en s'adressant à l'officier.
,"Celui-ci, au lieu de répondre, fit jouer les batteries, mesura avec la baguette la hauteur des charges, qui se trouva exactement pareille, et rendit les pistolets à Taupier, après avoir mis les capsules sur les cheminées."
,Il y eut un instant de silence embarrassant.
,Le bossu baissait les yeux et tenait les armes croisées dans sa main droite qui tremblait visiblement.
,Il semblait hésiter avant de remettre à ces deux hommes les instruments avec lesquels ils allaient jouer leur vie.
,Mais il releva tout à coup la tête comme s'il venait de prendre un parti et dit brusquement :
,"-- Choisissez, messieurs."
,"Valnoir s'inclina poliment et laissa la priorité à son adversaire, qui prit sans regarder le pistolet dont la crosse se trouvait le plus à sa portée."
,"-- Bon ! murmura l'hercule qui avait suivi les moindres détails de la scène, je connais le tour."
,» C'est la carte forcée !
,"Alcindor, toujours couché sur le dos, n'avait rien vu des manœuvres qui intéressaient si vivement son patron, et continuait à regarder la voûte céleste, en tournant ses pouces."
,"Sa figure béate n'exprimait que la satisfaction purement physique de l'homme qui se repose après un travail pénible, et son maître ne s'occupait pas beaucoup plus de lui que d'un chien qu'il aurait amené à la chasse."
,Un observateur plus fin que l'hercule aurait certainement reconnu à certains tressaillements nerveux que l'indifférence contemplative du paillasse était plus apparente que réelle.
,"Mais l'alcide barbu était trop persuadé de sa propre supériorité pour se défier des facultés auditives d'un subalterne, et son attention était absorbée tout entière par le spectacle qui se préparait."
,"La scène, il est vrai, valait bien qu'on la regardât, et le hasard offrait à ce saltimbanque une émotion que des gens blasés auraient payée fort cher."
,"La civilisation moderne a rapetissé le duel, qui, trois fois sur quatre, n'est plus de nos jours qu'une promenade matinale, suivie d'un joyeux déjeuner."
,"D'ailleurs, pour apprécier un drame, il ne faut pas faire partie de la troupe, et les témoins sont des acteurs."
